#FOFID pos_x pos_y pos_z vel_x vel_y vel_z
#integer kpc/h kpc/h kpc/h km/s km/s km/s 
2481 18516.119141 42499.609375 33993.324219 -162.304153 -44.752083 61.556805
2482 49708.066406 28506.167969 2936.951660 91.536026 55.530052 -143.240570
2483 24028.185547 5706.473145 29330.757812 -161.816299 128.973709 97.125381
2484 29806.664062 26317.710938 51262.761719 -115.677612 82.858513 -132.589767
2485 16051.554688 42729.957031 31631.419922 -111.560631 -237.223755 297.817413
2486 25436.099609 2677.875000 49574.199219 120.357162 19.933344 62.007397
2487 70018.562500 71361.781250 48118.769531 -178.425476 -88.812866 -170.201324
2488 32969.863281 46199.710938 52769.402344 -350.256470 -39.013062 32.903618
2489 36387.929688 34376.675781 18572.158203 -84.340714 69.282349 -28.081038
2490 25801.023438 67271.601562 57622.449219 150.032333 -155.145645 -38.877197
2491 18390.039062 34404.164062 34007.562500 -66.070099 -92.041786 94.731178
2492 55225.710938 32079.537109 24938.017578 98.712654 -53.466858 120.387924
2493 16961.804688 48049.429688 61377.921875 -153.375397 179.431152 -168.461761
2494 60287.386719 35721.300781 13835.517578 227.884171 -183.337509 32.544125
2495 10758.518555 3817.937744 37026.921875 -143.084229 236.947296 -86.420853
2496 72763.648438 18363.197266 25027.544922 656.744141 102.124481 285.623627
2497 58028.062500 3035.365723 54788.675781 6.496815 -114.303139 -121.908691
2498 30232.521484 46536.343750 21638.636719 -74.323898 -60.326832 136.256454
2499 19077.832031 40065.691406 33897.054688 -191.406113 -16.093985 164.893906
2502 55365.054688 54017.800781 40605.902344 88.829193 158.761154 53.214142
2503 55275.820312 15685.825195 16220.553711 145.548599 30.139967 89.340363
2504 6719.584473 60071.363281 54553.425781 -72.733307 -394.577759 -59.799690
2506 54806.406250 63805.921875 8457.262695 29.234661 54.720284 59.189709
2507 74776.062500 27978.494141 73100.796875 185.069000 174.270462 133.704391
2508 40189.789062 29317.941406 1500.980469 58.884697 104.022659 -170.939606
2509 2882.931396 50424.214844 39761.113281 299.015594 180.717667 296.566315
2510 48225.937500 9506.403320 72337.554688 -159.880814 -80.983856 43.873039
2511 57701.957031 72728.234375 47800.562500 12.995845 -22.368927 -314.452606
2512 28747.427734 60548.093750 33961.187500 127.137848 -98.229195 -73.114090
2513 45395.816406 37285.070312 45849.292969 -213.827194 -3.058210 30.501431
2515 53256.492188 68911.484375 23439.728516 -73.514671 206.728699 368.020538
2518 39144.949219 71613.218750 36834.843750 -307.447021 122.259621 611.816040
2519 55832.750000 35570.757812 49649.527344 -38.922359 78.207207 -39.545502
2520 70332.093750 58109.433594 40315.875000 247.378067 113.707497 186.674438
2521 30294.750000 8383.201172 38330.746094 122.331116 -9.770704 -100.241257
2522 45495.382812 66207.031250 47525.527344 -198.357666 333.914459 -213.920792
2523 66695.609375 61688.539062 21969.750000 -60.341419 -52.190144 185.455536
2524 30056.978516 4420.902832 33997.683594 -67.381973 -86.666878 91.084526
2525 7566.429199 24202.632812 3942.550049 62.750866 278.838348 145.882339
2526 2758.693848 50099.777344 7463.021973 113.323456 -80.091728 -88.343552
2527 9759.454102 49723.882812 44834.277344 -82.002167 40.080372 681.213562
2528 63280.199219 19816.794922 25045.320312 508.549652 -239.836151 104.257057
2529 1612.303955 31411.912109 17122.742188 24.949770 -721.715027 14.677023
2530 17479.615234 43790.750000 37932.617188 -24.585281 -87.252502 225.346100
2531 63603.800781 40780.640625 20038.464844 103.089828 -124.150383 109.329994
2533 44234.296875 47786.882812 26543.839844 77.747200 88.494598 198.074600
2534 3214.373535 24326.601562 21238.246094 -564.692383 -263.216492 -318.117371
2537 65764.109375 60652.691406 54544.402344 857.551941 -398.605652 -551.616577
2538 9249.269531 33932.703125 3769.349365 -348.080414 -255.031235 -222.205307
2539 64392.402344 24687.189453 59466.582031 147.014160 -4.835460 24.279356
2540 74389.265625 31665.781250 10654.196289 329.984619 -422.765594 92.996674
2543 69897.648438 52953.000000 12508.503906 10.526190 -132.826721 81.567551
2544 73010.500000 55552.015625 54780.097656 -248.400726 -142.991592 4.901474
2545 60765.359375 39098.929688 33467.800781 69.276115 42.148369 -103.061256
2546 17035.927734 39492.835938 68947.851562 -114.590126 128.717377 -118.706825
2548 68484.343750 73226.375000 43580.492188 -123.848717 32.983669 -38.022736
2550 48840.003906 61944.097656 27534.351562 34.846344 169.225540 214.640305
2551 47708.859375 58956.968750 31786.183594 41.529243 245.753464 10.022911
2552 9758.332031 36298.023438 53156.644531 82.449364 114.325745 120.773521
2553 12434.232422 17430.121094 62715.023438 -250.921555 59.032459 -106.847565
2554 19699.503906 62337.175781 69813.609375 -372.338440 56.448967 -104.057976
2555 55667.773438 68297.320312 64195.097656 -18.616779 -20.639994 -205.675583
2556 227.222946 55702.707031 73071.585938 190.797226 1.603192 -252.799057
2557 28263.468750 4027.499512 73415.968750 -28.966520 -180.980515 55.061611
2558 45347.453125 3869.749512 3409.232666 -212.891663 55.950409 -84.462097
2559 62288.539062 8131.681152 37821.656250 11.802197 -226.313446 -110.802200
2560 58964.855469 64501.347656 22841.333984 4.879930 226.043991 165.864716
2563 4465.924316 6660.275879 39033.375000 66.144524 71.340416 17.027998
2565 66755.789062 71858.546875 49613.074219 37.653023 -220.879761 -166.399933
2566 36928.652344 37515.839844 37093.410156 -202.022217 30.205067 163.544601
2567 43519.687500 25757.837891 67581.156250 -219.286987 -68.539078 41.041519
2568 35404.300781 4617.793945 16514.722656 -109.524162 -8.608304 15.207565
2569 869.220947 21616.884766 19027.015625 53.384979 546.018982 393.539246
2570 17157.753906 11348.398438 28349.136719 -377.693390 -242.613052 -31.861509
2571 14740.122070 55021.304688 48843.914062 102.986107 -674.113831 16.334614
2572 17253.988281 65831.164062 2789.901855 354.702515 398.795227 -376.443542
2573 20514.617188 25392.492188 18156.125000 -271.613770 -172.744965 76.688896
2575 22865.242188 4705.080566 28083.439453 -131.686966 49.057430 0.740346
2576 31833.646484 28681.789062 27054.224609 -191.962524 -67.757637 126.447655
2577 15812.047852 51099.984375 48776.562500 351.088257 17.391371 259.392639
2579 31789.832031 55621.375000 48122.046875 -293.308929 6.647047 -86.695152
2580 25014.312500 48088.121094 50303.160156 -514.495117 -69.582596 -458.463715
2582 27514.250000 71950.500000 59950.074219 51.128819 -57.357967 65.449341
2584 28862.888672 34747.519531 10825.199219 -29.747406 63.934456 -65.413322
2586 69825.796875 30716.220703 22066.570312 270.578125 -357.898254 -209.248520
2587 16064.398438 17214.687500 8463.162109 -141.736740 -1.286994 -97.726822
2588 50830.730469 64559.281250 27594.181641 -37.707916 207.212646 162.430710
2589 58841.925781 12147.747070 46100.667969 -74.380630 -80.206573 -222.174484
2590 73712.039062 46978.890625 56160.796875 381.160736 442.627380 33.405334
2592 60924.546875 42159.968750 22508.857422 52.996544 -67.819061 117.261513
2593 59598.902344 52714.460938 11299.539062 109.735168 -29.357502 18.752100
2595 54041.683594 61454.152344 9895.090820 44.905224 71.685593 -4.365580
2596 22642.007812 27767.958984 56230.449219 40.846985 -9.112356 -235.424622
2598 24451.402344 8500.693359 7674.849121 -506.550812 -164.573227 36.412743
2599 51978.574219 20436.474609 12707.235352 185.196243 66.610130 -8.084257
2600 22928.400391 66138.671875 70406.820312 30.928112 -151.942352 280.802979
2601 68416.593750 20340.966797 22740.433594 291.856384 22.970903 153.520035
2602 39385.656250 45789.914062 35190.503906 -114.175354 122.444267 173.110489
2603 17550.955078 55894.152344 65889.390625 -241.721985 -390.188293 -114.212769
2604 71834.765625 16087.258789 27494.990234 178.065964 100.803932 -275.193542
2605 56896.746094 50411.105469 28266.267578 -31.906300 -29.512461 6.294395
2606 31798.324219 71073.070312 71039.992188 -288.239807 321.613373 -144.704758
2607 9036.188477 11512.722656 21020.595703 55.446659 231.515671 156.338684
2608 22441.320312 65788.539062 73212.882812 -75.369995 117.870247 300.647186
2609 42579.714844 71970.226562 48715.601562 -51.222607 -162.626480 -363.485199
2610 14614.300781 30977.857422 29746.763672 -129.252670 -79.360420 -34.351719
2611 32687.562500 58496.609375 43121.730469 -26.426109 47.561695 149.026749
2612 48695.480469 37577.941406 70161.078125 -240.477005 -268.682404 -69.097321
2613 49967.125000 61890.925781 32324.871094 43.219021 161.658188 16.576130
2614 18057.662109 62603.187500 2696.897217 48.397957 357.286926 -358.013550
2616 17219.744141 49183.117188 49041.855469 -230.376511 -800.493591 -385.237457
2618 11323.338867 15287.342773 39191.558594 -30.743820 -105.470337 -417.526794
2619 49193.625000 59773.058594 42659.480469 -98.852859 268.803925 11.631038
2621 18696.363281 46181.949219 25694.863281 -159.846283 -85.578583 289.044464
2622 11623.521484 22895.328125 6359.972168 -102.153717 -5.090712 110.444389
2623 17235.742188 20467.919922 48227.460938 157.393555 116.966133 -72.577576
2624 11371.266602 74523.679688 7881.004883 243.818970 180.185593 23.245296
2625 26589.361328 65788.195312 53792.902344 211.632248 -231.231766 71.949448
2626 11331.737305 17030.800781 39497.066406 106.201637 -186.156982 -251.285355
2627 748.357422 51600.710938 19360.814453 65.251846 -150.010162 125.780945
2628 74559.335938 69521.609375 32009.603516 -41.979431 90.565872 176.408997
2629 69966.421875 22524.671875 24268.736328 221.023788 -390.430634 -314.825745
2632 71660.570312 45696.843750 7959.223633 156.297424 -187.034195 -13.019567
2633 60716.375000 61430.718750 5282.585449 14.008479 -19.420406 24.659628
2634 23537.652344 10343.693359 65395.570312 1.057156 -105.658852 -62.551895
2635 59100.050781 54963.464844 5471.211914 63.541405 -28.664019 63.286186
2636 37341.605469 48023.171875 25207.128906 33.857483 50.206055 152.635147
2637 283.065247 14361.799805 28892.449219 -117.699425 69.719841 -324.826691
2638 11716.340820 48784.542969 16148.498047 -61.317146 -111.784546 83.664566
2639 56375.003906 69501.453125 19851.703125 -185.887665 71.505760 216.023758
2643 4595.756836 16062.851562 58896.210938 189.359177 46.085926 101.542976
2645 22835.640625 54047.117188 42708.359375 65.413445 -292.043121 301.180176
2646 59912.593750 48017.046875 4333.099121 88.788368 -99.148376 5.319718
2647 45417.742188 45021.402344 24130.181641 130.081940 108.618027 170.902115
2648 74128.570312 15048.761719 70578.406250 130.852066 221.770401 33.347225
2649 1520.661377 24447.009766 14825.918945 -124.059135 492.683136 677.889526
2650 73006.359375 57421.988281 61250.093750 342.717255 5.198315 -419.478943
2651 16103.020508 19344.515625 55124.457031 136.495483 81.764671 -56.097305
2652 33272.414062 17909.710938 33497.855469 -201.065552 -10.319564 113.703674
2654 32184.318359 63963.660156 33886.835938 38.076542 -100.759377 64.098663
2655 2533.482178 14904.067383 55902.156250 90.001823 53.766388 9.550701
2657 9806.614258 65905.203125 4776.741211 278.493164 120.056320 -172.563690
2660 39405.843750 58678.304688 15388.060547 26.113077 33.930389 92.896278
2661 18019.873047 58226.394531 68567.882812 16.733044 53.688553 -132.305832
2662 73527.867188 16496.888672 26084.955078 71.187744 616.918823 -144.295029
2665 21070.750000 33264.750000 12391.576172 -106.485596 -143.347366 -9.119816
2666 49158.988281 23215.484375 8339.149414 87.872597 -15.514923 -20.808317
2667 5244.812500 36870.777344 24846.482422 250.825806 -185.420822 -0.574206
2668 49398.921875 66165.726562 55284.175781 -38.269764 -34.189339 -281.483917
2669 57271.921875 26711.335938 48104.332031 -7.905814 -72.244537 -83.364738
2670 21235.896484 29293.537109 56923.386719 42.208488 35.005211 -201.344666
2672 64261.312500 7153.276855 34153.621094 -67.504044 166.704712 240.137238
2673 47505.972656 47215.960938 32581.845703 -12.513970 56.207478 -37.623585
2674 72035.906250 66268.710938 63538.128906 149.241302 -290.177460 -310.638062
2675 17922.062500 11749.425781 22289.542969 -36.354855 18.429260 -84.348579
2677 24159.175781 21489.988281 47482.511719 -95.501846 147.160919 -96.255135
2678 45520.730469 69148.781250 43315.382812 -549.747192 -181.795288 -102.145027
2680 45308.199219 60762.835938 7276.789062 -50.764374 89.988068 53.417805
2681 55549.859375 53780.585938 40380.347656 25.405357 209.523148 128.868942
2683 61537.839844 53918.761719 41134.175781 133.421082 137.759277 64.117493
2684 73604.734375 57179.843750 73053.062500 224.376022 -175.371872 -233.799744
2689 46540.281250 64893.949219 47659.324219 -252.307129 269.141663 -418.996338
2690 34379.582031 30519.707031 7970.903809 -145.768677 148.205994 -108.624680
2691 42942.902344 14996.045898 48398.367188 -48.694351 -8.512813 -115.424454
2692 41009.804688 28405.966797 61284.695312 -109.049179 80.613899 -39.793221
2694 28338.207031 6805.746094 61388.789062 -105.537254 -20.121664 -1.903373
2696 53968.648438 47194.437500 27042.632812 -68.692963 -40.046692 -120.079063
2698 53388.199219 49026.289062 32752.871094 -22.054499 29.762259 -119.099586
2700 4104.759277 60691.218750 29363.587891 126.571205 -233.226944 170.161606
2702 17023.496094 37214.914062 32800.242188 -249.888626 -60.207478 211.316772
2703 53044.343750 8702.199219 36301.156250 366.619476 -341.018555 1.602440
2706 64100.957031 67026.218750 279.339020 85.470657 -48.334736 -6.879979
2707 2482.667725 53372.531250 52414.191406 105.902000 -70.025375 51.551044
2708 3364.212891 23514.734375 68460.312500 135.902939 26.944969 -69.502670
2710 63357.558594 71211.882812 41314.761719 -69.196976 93.173409 -171.025131
2711 5616.460938 32594.519531 48802.703125 141.743958 144.653412 -91.042542
2712 43606.664062 24462.660156 69914.500000 -49.941036 83.892342 -133.467529
2713 24544.576172 7727.817871 2652.817871 -23.139503 10.915091 -115.342979
2714 58079.957031 3015.297852 55184.277344 53.413429 -71.245804 -215.881210
2715 11478.238281 10362.876953 41181.507812 -115.145294 303.322266 -285.778320
2716 45093.699219 41227.914062 71435.320312 -145.407135 -456.473694 -336.958984
2718 38662.066406 50210.601562 15488.435547 -34.125786 -1.623556 108.564957
2720 11305.998047 13210.699219 49221.843750 127.804260 120.699432 -101.336288
2724 83.166374 15812.796875 8783.808594 170.949722 252.673035 230.135803
2725 27000.330078 71110.054688 32627.115234 95.827400 16.426373 28.813852
2729 30954.791016 63963.808594 28882.800781 -89.488564 -65.485466 352.464600
2732 44100.304688 58810.574219 37649.218750 -113.912018 268.183289 67.376808
2735 1101.033447 52006.355469 56453.390625 -137.030960 23.336666 -717.162231
2736 43813.699219 20700.533203 5977.310547 78.009697 30.095821 -15.217033
2737 49664.062500 60174.726562 29478.292969 -100.149513 91.998169 270.480194
2738 3753.524902 37174.933594 58267.316406 249.174713 36.792702 89.895287
2741 22899.039062 57625.960938 21289.667969 15.537546 83.309464 154.080582
2743 63633.781250 52131.519531 55221.960938 310.934570 149.568954 -320.780579
2744 7716.377930 45606.675781 63115.957031 77.093750 196.984482 -94.319702
2748 27073.441406 74048.828125 62259.683594 100.144592 34.103802 116.652351
2751 13829.892578 19498.005859 74025.570312 -10.029462 84.105202 106.409698
2754 13144.306641 13726.572266 46687.027344 -31.433247 25.749594 -169.161392
2755 11323.392578 6945.365723 4641.116211 227.373749 -11.004869 157.542038
2757 60709.089844 13747.478516 32888.273438 218.484634 -142.229462 -128.272934
2758 13258.028320 3192.264404 74601.054688 145.668564 -64.549698 209.389435
2759 21955.835938 43428.968750 65827.156250 -270.306000 170.152603 -177.835846
2760 45776.523438 30132.552734 43114.683594 -173.727234 -168.030334 24.818268
2762 11571.694336 49803.816406 48946.515625 280.476532 667.208496 -563.514343
2767 35083.242188 67222.882812 28081.861328 -13.572329 -29.261002 305.488556
2768 19220.435547 12730.078125 68678.507812 54.208931 64.889168 76.894585
2769 35334.066406 64429.753906 50193.945312 -132.235352 61.188416 -417.414551
2770 27720.447266 56584.628906 6593.476562 -178.170761 61.468002 -80.857208
2773 48946.101562 30219.039062 492.187073 64.593323 113.830688 37.602661
2774 72812.398438 19612.421875 58932.296875 185.071930 82.403732 -43.109478
2776 21497.675781 24864.322266 41045.984375 202.054642 72.710876 -11.637749
2778 17903.218750 15113.537109 9360.934570 -241.305603 -49.652908 32.381561
2784 11859.151367 68174.421875 661.367615 368.071472 -29.809931 -26.513353
2786 17897.888672 49413.636719 10189.868164 -52.827244 -31.918451 -98.843361
2787 66027.250000 67845.640625 40391.003906 -163.839432 -173.410858 14.786155
2789 8097.653320 21373.574219 27427.117188 -38.229450 -35.284992 -317.869202
2790 60885.054688 6891.086914 38809.792969 -60.343666 -195.850555 -277.960144
